year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd
2013.0,10.0,24.0,9.0,13.25,50.0,5.5,41.25,575.0,24.75,12.2,1023.125,-4.9,0.0,4.15,W
2013.0,10.0,24.0,10.0,11.25,37.0,5.5,20.5,450.0,46.25,13.625,1023.0,-4.5,0.0,4.175000000000001,W
2013.0,10.0,24.0,11.0,12.75,26.5,4.25,16.75,475.0,61.0,14.6,1022.15,-3.85,0.0,3.3000000000000003,NW
2013.0,10.0,24.0,12.0,13.5,25.5,4.75,15.5,550.0,70.75,15.6,1021.4499999999999,-3.9,0.0,4.1,NW
2013.0,10.0,24.0,13.0,14.5,27.75,5.0,15.25,575.0,78.75,15.9,1020.9000000000001,-3.5,0.0,4.975,WNW
2013.0,10.0,24.0,14.0,18.75,33.75,5.25,16.25,575.0,80.25,16.325,1020.675,-3.275,0.0,3.575,NW
2013.0,10.0,24.0,15.0,20.5,46.25,5.5,18.0,575.0,78.5,15.95,1020.725,-2.7,0.0,3.7750000000000004,NNW
2013.0,10.0,24.0,16.0,29.0,56.0,7.5,21.5,600.0,73.75,14.775,1020.9499999999999,-2.675,0.0,4.3,NNW
2013.0,10.0,24.0,17.0,28.0,58.5,7.25,27.25,650.0,64.75,13.6,1021.575,-2.3000000000000003,0.0,2.825,WNW
2013.0,10.0,24.0,18.0,30.25,58.25,6.25,35.5,700.0,55.25,12.975,1022.125,-2.275,0.0,3.3,NW
2013.0,10.0,24.0,19.0,32.0,53.5,5.5,39.0,725.0,48.75,12.925,1022.5,-2.0,0.0,3.0,NW
2013.0,10.0,24.0,20.0,35.25,57.5,3.25,34.5,675.0,56.0,12.2,1023.15,-1.925,0.0,2.475,NNW
2013.0,10.0,24.0,21.0,35.0,51.25,2.75,29.75,600.0,60.25,11.825,1023.475,-1.425,0.0,1.55,NW
2013.0,10.0,24.0,22.0,38.0,45.75,2.5,32.0,600.0,55.5,11.4,1023.7750000000001,-1.6,0.0,2.275,NNW
2013.0,10.0,24.0,23.0,38.5,44.5,2.25,31.0,600.0,57.25,10.8,1024.05,-1.4000000000000001,0.0,1.25,WNW
2013.0,10.0,25.0,0.0,36.5,44.75,5.25,41.0,625.0,45.25,9.775,1024.35,-1.0,0.0,1.65,WNW
2013.0,10.0,25.0,1.0,35.5,46.25,8.0,43.5,675.0,40.25,9.075,1024.15,-0.35000000000000003,0.0,1.225,W
2013.0,10.0,25.0,2.0,33.0,44.5,10.0,41.5,675.0,36.5,8.475000000000001,1023.9,-0.65,0.0,1.55,NW
2013.0,10.0,25.0,3.0,36.0,43.75,9.75,48.25,700.0,27.25,8.375,1024.075,-0.8500000000000001,0.0,1.625,WNW
2013.0,10.0,25.0,4.0,37.0,45.25,11.5,54.5,675.0,22.25,8.375,1024.35,-0.42500000000000004,0.0,1.325,WNW
2013.0,10.0,25.0,5.0,36.25,46.5,13.25,59.0,675.0,26.0,7.95,1024.5,-0.75,0.0,1.8249999999999997,NW
2013.0,10.0,25.0,6.0,35.75,47.75,13.5,46.5,650.0,30.5,8.475,1024.775,-0.675,0.0,2.1,NW
2013.0,10.0,25.0,7.0,37.5,54.0,13.75,46.75,750.0,27.0,10.025,1025.175,-0.7750000000000001,0.0,2.575,NW
2013.0,10.0,25.0,8.0,40.5,67.0,15.25,53.75,850.0,16.25,12.125,1025.3,-1.3499999999999999,0.0,4.125,NW
2013.0,10.0,25.0,9.0,40.75,64.5,14.25,51.5,775.0,25.25,13.674999999999999,1024.925,-1.4249999999999998,0.0,3.15,NW
2013.0,10.0,25.0,10.0,37.75,51.75,12.25,31.5,650.0,48.0,14.8,1024.1999999999998,-1.7,0.0,3.25,WNW
2013.0,10.0,25.0,11.0,33.0,41.25,10.0,27.0,625.0,59.75,15.899999999999999,1023.225,-2.175,0.0,4.15,WNW
2013.0,10.0,25.0,12.0,28.75,31.75,7.5,18.5,525.0,68.0,16.625,1022.15,-2.5,0.0,3.6,W
2013.0,10.0,25.0,13.0,28.25,27.75,6.5,20.0,500.0,73.65255,17.45,1021.4499999999999,-2.975,0.0,2.225,W
2013.0,10.0,25.0,14.0,28.0,28.75,4.0712,19.952025,450.0,75.8129,17.9,1021.025,-3.575,0.0,2.375,NW
2013.0,10.0,25.0,15.0,23.0,55.75,2.9998,21.462,500.0,67.75935,18.125,1020.675,-3.1,0.0,1.175,WSW
2013.0,10.0,25.0,16.0,22.25,32.25,3.25,29.75,500.0,69.75,15.25,1020.425,-0.5249999999999999,0.0,0.75,WSW
2013.0,10.0,25.0,17.0,21.75,41.75,4.25,45.75,550.0,52.75,10.225,1020.6,1.325,0.0,0.0,WSW
2013.0,10.0,25.0,18.0,32.0,68.0,4.0,63.0,750.0,27.5,8.475000000000001,1020.725,1.8250000000000002,0.0,0.6749999999999999,W
2013.0,10.0,25.0,19.0,51.0,83.5,7.75,86.75,1600.0,5.25,7.525,1020.7750000000001,1.85,0.0,1.025,WSW
2013.0,10.0,25.0,20.0,71.5,106.75,8.0,109.75,1825.0,2.75,6.925,1021.05,1.875,0.0,0.6499999999999999,NE
2013.0,10.0,25.0,21.0,75.75,111.0,7.5,120.75,1825.0,3.0,6.075,1021.375,3.075,0.0,0.8999999999999999,N
2013.0,10.0,25.0,22.0,74.25,120.5,8.25,112.5,1900.0,2.5,5.95,1021.1,1.6749999999999998,0.0,1.05,NNE
2013.0,10.0,25.0,23.0,76.5,110.75,9.0,106.25,2000.0,1.75,7.25,1020.925,0.8750000000000001,0.0,1.15,ESE
2013.0,10.0,26.0,0.0,59.75,90.75,8.25,92.0,1375.0,1.5,5.199999999999999,1021.0,0.375,0.0,0.9750000000000001,NE
2013.0,10.0,26.0,1.0,45.5,53.75,6.0,74.25,950.0,3.5,3.95,1020.975,-0.125,0.0,1.075,N
2013.0,10.0,26.0,2.0,38.75,44.0,5.75,75.5,875.0,1.25,6.824999999999999,1020.725,-1.0749999999999997,0.0,1.975,N
2013.0,10.0,26.0,3.0,41.0,69.5,6.0,76.25,725.0,1.0,5.925,1020.475,-0.7,0.0,0.5,SSE
2013.0,10.0,26.0,4.0,35.5,42.25,5.75,70.5,600.0,5.5,3.875,1020.375,-0.7000000000000001,0.0,0.625,WSW
2013.0,10.0,26.0,5.0,32.0,43.25,5.5,67.0,625.0,3.0,3.1,1020.3499999999999,-0.37499999999999994,0.0,0.8,NE
2013.0,10.0,26.0,6.0,33.25,48.75,5.5,66.5,650.0,3.75,4.8,1020.425,-0.9749999999999999,0.0,1.4,NNE
2013.0,10.0,26.0,7.0,34.75,44.0,5.5,61.25,675.0,2.5,7.0,1020.725,-0.5250000000000001,0.0,1.325,NE
2013.0,10.0,26.0,8.0,36.75,57.75,5.25,59.25,750.0,3.75,9.75,1020.525,-0.875,0.0,0.95,NE
2013.0,10.0,26.0,9.0,39.75,67.0,7.5,59.5,750.0,10.25,12.200000000000001,1020.325,-0.975,0.0,1.375,N
2013.0,10.0,26.0,10.0,38.25,65.0,12.25,54.25,750.0,20.75,14.05,1019.7,-1.65,0.0,1.125,ESE
2013.0,10.0,26.0,11.0,48.5,70.0,28.25,57.25,875.0,26.25,15.525,1018.4,-1.275,0.0,1.225,SW
2013.0,10.0,26.0,12.0,51.0,65.75,26.5,61.5,875.0,38.25,16.975,1017.25,-0.95,0.0,2.0250000000000004,SSW
2013.0,10.0,26.0,13.0,52.25,76.5,20.0,70.75,875.0,46.0,17.7,1016.25,-1.85,0.0,3.0,WSW
2013.0,10.0,26.0,14.0,54.5,73.5,14.0,64.25,775.0,61.25,17.799999999999997,1015.7750000000001,-1.65,0.0,2.65,SW
2013.0,10.0,26.0,15.0,44.25,55.0,10.75,40.25,625.0,81.25,17.35,1015.325,-1.75,0.0,1.65,SSW
2013.0,10.0,26.0,16.0,48.75,68.75,11.5,43.5,675.0,78.0,15.524999999999999,1015.075,-2.1999999999999997,0.0,1.975,SSW
2013.0,10.0,26.0,17.0,55.0,71.0,11.75,50.0,700.0,74.25,12.45,1015.425,-1.225,0.0,1.15,SSW
2013.0,10.0,26.0,18.0,63.0,82.5,11.25,66.25,850.0,54.5,9.475,1015.525,1.4,0.0,0.5249999999999999,SSE
2013.0,10.0,26.0,19.0,75.75,106.0,12.75,99.75,1075.0,22.25,8.075,1015.575,1.95,0.0,0.675,SE
2013.0,10.0,26.0,20.0,111.0,149.0,29.25,123.25,1575.0,4.25,6.925,1015.65,2.425,0.0,0.07500000000000001,SSE
2013.0,10.0,26.0,21.0,130.25,167.25,46.75,122.5,1900.0,2.5,6.075,1015.525,3.0,0.0,0.025,N
2013.0,10.0,26.0,22.0,149.5,179.75,52.5,120.25,2125.0,2.5,5.625,1015.175,3.4499999999999997,0.0,0.05,N
2013.0,10.0,26.0,23.0,155.25,184.25,49.0,115.25,2225.0,2.5,5.2749999999999995,1014.9,3.2249999999999996,0.0,0.75,NNW
2013.0,10.0,27.0,0.0,167.0,191.0,31.25,105.75,2400.0,2.5,4.95,1014.8000000000001,3.05,0.0,0.475,E
2013.0,10.0,27.0,1.0,174.5,188.25,23.25,102.25,2425.0,2.5,4.45,1014.675,3.0,0.0,0.175,ENE
2013.0,10.0,27.0,2.0,155.5,199.0,15.25,102.25,2425.0,2.5,3.925,1014.3000000000001,2.8,0.0,0.8,NE
2013.0,10.0,27.0,3.0,150.75,202.5,13.75,101.25,2200.0,2.25,3.725,1014.375,2.9000000000000004,0.0,0.125,NE
2013.0,10.0,27.0,4.0,143.0,201.25,13.0,99.5,2125.0,3.0,3.4,1014.4,2.625,0.0,0.225,N
2013.0,10.0,27.0,5.0,147.0,185.0,13.25,91.75,1975.0,2.5,3.15,1014.2750000000001,2.225,0.0,0.175,N
2013.0,10.0,27.0,6.0,120.0,150.75,11.75,81.75,1625.0,1.75,2.85,1014.475,2.0,0.0,0.375,ENE
2013.0,10.0,27.0,7.0,95.25,114.0,10.75,77.25,1350.0,1.25,5.074999999999999,1014.9,3.65,0.0,0.925,ENE
2013.0,10.0,27.0,8.0,94.5,130.0,11.5,69.25,1325.0,2.0,7.824999999999999,1015.0,3.375,0.0,1.45,ENE
2013.0,10.0,27.0,9.0,102.75,137.75,15.25,74.0,1400.0,4.0,9.700000000000001,1014.675,3.375,0.0,1.625,NE
2013.0,10.0,27.0,10.0,120.5,166.75,31.0,82.25,1600.0,7.75,11.575000000000001,1013.8,3.675,0.0,1.7,ENE
2013.0,10.0,27.0,11.0,153.5,224.75,50.0,110.5,2000.0,13.5,12.975000000000001,1012.975,2.85,0.0,1.225,E
2013.0,10.0,27.0,12.0,201.5,240.75,56.25,130.5,2075.0,13.75,14.475000000000001,1012.175,3.2,0.0,1.0999999999999999,ESE
2013.0,10.0,27.0,13.0,221.75,243.25,63.0,144.5,2150.0,18.75,15.075000000000001,1011.475,3.1,0.0,1.125,S
2013.0,10.0,27.0,14.0,221.25,259.5,68.25,156.0,2225.0,22.0,15.399999999999999,1011.25,3.05,0.0,1.125,ENE
2013.0,10.0,27.0,15.0,240.75,273.5,67.5,164.5,2225.0,25.25,14.725000000000001,1011.5,4.1,0.0,0.8500000000000001,ESE
2013.0,10.0,27.0,16.0,244.75,273.75,60.75,159.5,1975.0,34.5,13.024999999999999,1011.7750000000001,5.25,0.0,0.75,E
2013.0,10.0,27.0,17.0,241.5,265.5,49.75,161.0,1900.0,25.75,10.149999999999999,1012.125,5.675000000000001,0.0,0.025,ESE
2013.0,10.0,27.0,18.0,235.75,247.25,43.25,160.25,1900.0,12.25,8.75,1012.55,6.225,0.0,0.15000000000000002,N
2013.0,10.0,27.0,19.0,239.75,249.0,32.25,151.0,2150.0,5.0,7.775,1012.875,6.199999999999999,0.0,0.0,N
2013.0,10.0,27.0,20.0,239.25,259.0,27.75,143.0,2575.0,3.25,7.325,1013.15,6.15,0.0,0.0,N
2013.0,10.0,27.0,21.0,241.5,272.75,24.0,138.25,3050.0,3.75,7.3500000000000005,1013.575,6.5,0.0,0.9,NE
2013.0,10.0,27.0,22.0,268.75,285.75,22.0,132.5,3600.0,4.0,7.2,1013.575,5.9,0.0,0.0,NE
2013.0,10.0,27.0,23.0,288.5,301.25,20.25,131.0,3875.0,4.25,6.65,1013.5,5.5,0.0,0.175,N
2013.0,10.0,28.0,0.0,303.5,327.5,21.25,136.0,3875.0,3.5,6.525,1013.7,5.525,0.0,0.125,N
2013.0,10.0,28.0,1.0,308.0,334.25,22.5,133.75,3775.0,3.25,6.2749999999999995,1013.6,5.275,0.0,0.9750000000000001,NE
2013.0,10.0,28.0,2.0,289.75,329.75,21.5,131.5,3500.0,2.75,6.525,1013.5,5.55,0.0,0.15,NE
2013.0,10.0,28.0,3.0,279.25,304.0,20.75,119.25,2825.0,3.25,7.2,1013.475,5.3,0.0,1.15,N
2013.0,10.0,28.0,4.0,256.5,270.25,21.5,114.5,2550.0,2.25,8.175,1013.525,5.0249999999999995,0.0,1.625,N
2013.0,10.0,28.0,5.0,235.75,238.25,20.0,114.5,2325.0,1.75,8.125,1013.55,4.675,0.0,1.575,NNW
2013.0,10.0,28.0,6.0,239.5,235.75,22.75,101.5,2150.0,1.75,6.1,1013.875,4.4,0.0,1.375,NE
2013.0,10.0,28.0,7.0,240.75,236.25,21.5,105.25,2300.0,1.75,7.9,1014.825,4.85,0.0,1.275,N
2013.0,10.0,28.0,8.0,241.75,259.25,20.0,107.5,2375.0,2.5,9.5,1015.2750000000001,4.925,0.0,1.375,N
2013.0,10.0,28.0,9.0,254.0,277.5,25.5,113.0,2525.0,2.75,11.075,1015.35,5.625,0.0,1.075,N
2013.0,10.0,28.0,10.0,261.75,277.5,32.25,113.75,2500.0,4.25,12.65,1015.05,5.699999999999999,0.0,1.125,NNE
2013.0,10.0,28.0,11.0,257.0,278.5,42.0,116.25,2400.0,9.25,14.4,1014.575,5.225,0.0,1.825,N
2013.0,10.0,28.0,12.0,261.5,277.5,53.0,112.75,2325.0,26.5,15.7,1014.0,4.825,0.0,1.325,NE
2013.0,10.0,28.0,13.0,262.0,290.25,61.75,100.25,2275.0,53.0,16.2,1013.75,4.65,0.0,1.225,ENE
2013.0,10.0,28.0,14.0,277.25,294.25,68.25,89.5,2250.0,79.0,16.125,1013.875,5.225,0.0,1.5,E
2013.0,10.0,28.0,15.0,270.75,271.0,73.25,87.25,2175.0,96.5,15.25,1014.2750000000001,5.925,0.0,1.35,ESE
2013.0,10.0,28.0,16.0,260.0,268.75,69.0,89.75,2150.0,83.75,13.299999999999999,1015.05,6.5249999999999995,0.0,0.9750000000000001,E
2013.0,10.0,28.0,17.0,277.25,304.5,64.75,118.0,2500.0,50.75,11.55,1016.2,7.25,0.0,0.5249999999999999,NW
2013.0,10.0,28.0,18.0,308.75,321.0,66.75,135.0,3325.0,26.25,12.0,1017.3,7.824999999999999,0.0,1.5,E
2013.0,10.0,28.0,19.0,312.25,337.5,68.0,144.25,4225.0,4.75,11.275,1017.9,7.95,0.0,0.875,WNW
2013.0,10.0,28.0,20.0,354.25,370.5,66.75,154.25,5275.0,2.5,10.424999999999999,1019.05,8.15,0.0,0.725,NNE
2013.0,10.0,28.0,21.0,339.25,358.25,63.5,152.25,5100.0,2.25,9.774999999999999,1019.85,8.075000000000001,0.0,0.525,S
2013.0,10.0,28.0,22.0,316.5,340.25,57.5,146.0,5375.0,2.25,8.45,1020.3000000000001,7.425,0.0,0.5,WNW
2013.0,10.0,28.0,23.0,313.75,321.75,47.75,139.25,6000.0,2.0,8.575,1020.8499999999999,7.824999999999999,0.0,0.7000000000000001,SW
2013.0,10.0,29.0,0.0,311.0,329.25,41.25,132.0,6125.0,2.25,8.1,1021.075,6.5,0.0,1.225,NE
2013.0,10.0,29.0,1.0,240.25,216.5,33.75,103.5,3675.0,3.0,10.425,1021.625,1.5,0.0,1.275,N
2013.0,10.0,29.0,2.0,81.5,81.5,22.5,41.75,775.0,24.25,10.725,1021.575,-0.04999999999999999,0.0,2.075,NNW
2013.0,10.0,29.0,3.0,16.5,16.5,13.75,32.5,450.0,33.5,10.7,1021.675,-0.4750000000000001,0.0,2.15,NNW
2013.0,10.0,29.0,4.0,15.75,15.75,12.75,29.5,500.0,24.25,10.55,1022.375,-0.875,0.0,2.275,NW
2013.0,10.0,29.0,5.0,16.75,16.75,17.5,44.0,575.0,20.25,9.675,1022.875,-1.225,0.0,2.325,NW
2013.0,10.0,29.0,6.0,18.25,18.25,20.0,46.0,550.0,19.0,8.8,1023.8,-0.9750000000000001,0.0,1.325,WNW
2013.0,10.0,29.0,7.0,17.25,10.75,22.75,49.5,625.0,10.25,10.25,1024.675,-0.95,0.0,1.725,NNE
2013.0,10.0,29.0,8.0,16.25,26.5,21.75,51.0,700.0,11.5,12.1,1025.1,-1.9250000000000003,0.0,3.15,WNW
2013.0,10.0,29.0,9.0,14.5,23.0,18.5,41.25,625.0,24.0,13.4,1025.25,-3.7,0.0,2.9,NNW
2013.0,10.0,29.0,10.0,16.0,18.0,13.75,28.25,525.0,41.0,14.475,1025.0,-3.825,0.0,1.7,NNW
2013.0,10.0,29.0,11.0,9.5,259.25,9.0,26.0,700.0,49.0,15.075,1024.0,-4.45,0.0,2.575,N
2013.0,10.0,29.0,12.0,12.75,12.5,5.75,18.0,450.0,59.75,15.75,1023.0,-5.875,0.0,4.025,WNW
2013.0,10.0,29.0,13.0,4.75,7.0,3.5,19.5,450.0,64.0,16.35,1022.575,-5.05,0.0,2.5,NW
2013.0,10.0,29.0,14.0,6.0,8.25,4.5,20.75,350.0,63.75,16.8,1022.15,-6.125,0.0,2.075,NW
2013.0,10.0,29.0,15.0,8.5,11.75,4.0,22.25,325.0,63.0,16.55,1021.975,-6.55,0.0,2.1999999999999997,NW
2013.0,10.0,29.0,16.0,6.5,14.5,5.25,26.75,400.0,60.5,14.65,1022.025,-5.199999999999999,0.0,0.775,WNW
2013.0,10.0,29.0,17.0,11.5,20.0,7.25,36.5,400.0,48.25,10.425,1022.675,-1.9,0.0,1.125,E
2013.0,10.0,29.0,18.0,22.0,52.0,7.25,58.0,650.0,20.25,8.325000000000001,1023.625,-1.1,0.0,0.0,ESE
2013.0,10.0,29.0,19.0,25.0,72.0,6.5,78.5,850.0,4.0,6.825,1024.025,-0.65,0.0,0.7,WNW
2013.0,10.0,29.0,20.0,28.25,65.5,6.5,82.75,825.0,2.25,5.775,1024.35,-0.07499999999999998,0.0,0.625,NW
2013.0,10.0,29.0,21.0,42.0,71.5,6.25,81.5,925.0,2.0,5.0,1024.55,0.275,0.0,0.125,NW
2013.0,10.0,29.0,22.0,41.75,63.5,6.75,80.75,950.0,2.0,4.375,1024.45,0.475,0.0,0.15,N
2013.0,10.0,29.0,23.0,58.25,71.25,11.5,79.25,1075.0,2.0,5.1,1024.375,0.44999999999999996,0.0,0.8,NE
2013.0,10.0,30.0,0.0,60.25,82.25,13.5,76.75,1150.0,2.0,3.9749999999999996,1024.4250000000002,1.1,0.0,0.55,NE
2013.0,10.0,30.0,1.0,72.0,119.25,13.0,78.5,1475.0,2.5,2.975,1024.45,1.275,0.0,0.05,NE
2013.0,10.0,30.0,2.0,72.25,129.25,10.25,75.25,1575.0,2.25,3.0,1024.25,1.2999999999999998,0.0,0.875,NE
2013.0,10.0,30.0,3.0,90.25,147.5,10.0,78.25,1775.0,2.25,2.675,1024.2,1.0,0.0,0.7,ESE
2013.0,10.0,30.0,4.0,94.5,162.75,10.75,77.0,1750.0,2.5,1.975,1024.325,0.575,0.0,0.8250000000000001,E
2013.0,10.0,30.0,5.0,88.75,130.0,11.5,63.75,1450.0,1.75,1.625,1024.4,-0.05,0.0,0.75,ESE
2013.0,10.0,30.0,6.0,75.75,89.5,9.25,56.0,1000.0,1.5,1.1,1024.775,-0.175,0.0,0.15,ESE
2013.0,10.0,30.0,7.0,30.0,56.5,7.25,55.0,775.0,1.25,3.775,1025.325,1.8250000000000002,0.0,1.0,ENE
2013.0,10.0,30.0,8.0,31.75,64.25,7.5,49.75,950.0,2.25,7.6,1025.4250000000002,-1.4,0.0,1.125,NNW
2013.0,10.0,30.0,9.0,32.75,70.75,10.0,55.25,1050.0,3.75,9.774999999999999,1025.225,-1.325,0.0,1.625,N
2013.0,10.0,30.0,10.0,29.0,58.75,8.75,56.25,825.0,8.25,11.35,1024.675,-1.725,0.0,0.775,SE
2013.0,10.0,30.0,11.0,26.0,59.25,9.0,53.75,750.0,16.75,13.125,1023.675,-0.7,0.0,1.1,ESE
2013.0,10.0,30.0,12.0,43.5,63.5,10.5,57.75,825.0,23.5,14.15,1022.45,-0.7,0.0,1.5,SE
2013.0,10.0,30.0,13.0,55.75,79.5,13.25,69.0,975.0,27.0,15.3,1021.7750000000001,-0.32500000000000007,0.0,1.7,WSW
2013.0,10.0,30.0,14.0,87.25,112.25,17.0,91.25,1175.0,32.0,15.549999999999999,1021.225,0.6499999999999999,0.0,2.075,SW
2013.0,10.0,30.0,15.0,109.75,129.5,20.25,92.75,1225.0,52.75,15.225,1021.1,1.025,0.0,2.1,SW
2013.0,10.0,30.0,16.0,100.5,120.5,23.0,72.75,1125.0,79.75,13.475,1020.95,1.4500000000000002,0.0,2.025,WSW
2013.0,10.0,30.0,17.0,104.0,127.0,20.75,71.75,1175.0,67.5,10.875,1021.3249999999999,2.65,0.0,0.775,SW
2013.0,10.0,30.0,18.0,118.0,139.75,18.25,77.25,1500.0,48.25,8.5,1021.875,3.7,0.0,0.0,SW
2013.0,10.0,30.0,19.0,138.5,164.0,17.5,99.5,1750.0,23.25,7.2,1022.05,4.05,0.0,0.0,N
2013.0,10.0,30.0,20.0,153.25,166.0,17.75,112.5,1750.0,14.25,6.7,1022.475,4.8,0.0,0.07500000000000001,N
2013.0,10.0,30.0,21.0,152.75,159.25,17.75,111.5,1600.0,11.75,6.075,1022.75,4.375,0.0,0.325,E
2013.0,10.0,30.0,22.0,136.25,145.75,18.0,104.25,1475.0,7.0,5.625,1022.6,3.75,0.0,0.15,ESE
2013.0,10.0,30.0,23.0,135.25,141.25,15.0,95.25,1500.0,5.25,5.525,1022.575,3.925,0.0,0.8,NE
2013.0,10.0,31.0,0.0,134.5,145.75,15.0,95.25,1650.0,2.25,4.699999999999999,1022.65,3.325,0.0,0.6499999999999999,ENE
2013.0,10.0,31.0,1.0,140.75,158.0,11.75,102.75,2025.0,3.25,4.075,1022.6,2.975,0.0,0.725,E
2013.0,10.0,31.0,2.0,151.25,198.25,10.5,110.5,2225.0,3.25,3.5999999999999996,1022.75,2.7,0.0,0.2,ENE
2013.0,10.0,31.0,3.0,165.5,186.75,9.75,105.75,2025.0,2.75,2.95,1022.7750000000001,2.1,0.0,0.05,N
2013.0,10.0,31.0,4.0,140.75,154.0,8.25,91.0,1725.0,1.75,3.2750000000000004,1022.875,2.525,0.0,1.075,NNE
2013.0,10.0,31.0,5.0,123.0,126.75,7.5,86.5,1425.0,1.25,4.1,1022.975,2.525,0.0,1.3,N
2013.0,10.0,31.0,6.0,108.25,110.25,7.25,78.5,1350.0,1.25,5.4,1023.575,1.6500000000000001,0.0,0.5499999999999999,N
2013.0,10.0,31.0,7.0,108.5,125.25,7.75,75.5,1400.0,1.25,5.725,1024.4,2.425,0.0,1.325,N
2013.0,10.0,31.0,8.0,118.0,132.0,8.25,68.0,1550.0,2.25,8.225,1024.5,1.85,0.0,1.475,NE
2013.0,10.0,31.0,9.0,113.75,131.75,10.0,67.75,1525.0,3.75,9.5,1024.45,1.425,0.0,1.75,NNE
2013.0,10.0,31.0,10.0,113.0,135.75,13.25,76.5,1525.0,7.25,11.125,1023.8,1.8,0.0,1.375,NNE
2013.0,10.0,31.0,11.0,118.75,139.5,16.25,84.0,1500.0,11.5,12.65,1022.7750000000001,1.4500000000000002,0.0,1.325,NE
2013.0,10.0,31.0,12.0,120.25,139.75,17.75,94.25,1450.0,18.75,13.925,1022.15,1.8250000000000002,0.0,0.65,ESE
2013.0,10.0,31.0,13.0,116.0,134.75,18.0,93.0,1375.0,31.25,14.075,1021.7750000000001,2.05,0.0,0.65,ESE
2013.0,10.0,31.0,14.0,120.5,137.25,18.75,98.75,1450.0,34.0578,13.95,1021.8249999999999,2.3,0.0,0.8500000000000001,SSE
2013.0,10.0,31.0,15.0,128.25,153.25,19.0,115.0,1575.0,26.5608,13.525,1021.9,2.6,0.0,1.375,SSE
2013.0,10.0,31.0,16.0,143.5,175.75,18.5,120.25,1550.0,20.93805,12.6,1022.025,3.025,0.0,0.775,SSE
2013.0,10.0,31.0,17.0,161.0,191.25,18.0,134.25,1625.0,12.1023,10.049999999999999,1022.45,4.35,0.0,1.025,SE
2013.0,10.0,31.0,18.0,184.75,226.25,16.5,151.25,1925.0,3.37365,8.55,1022.7,5.225,0.0,0.15000000000000002,SE
2013.0,10.0,31.0,19.0,210.0,239.25,12.75,148.5,2025.0,3.3201,7.6,1023.05,5.25,0.0,0.0,NNE
2013.0,10.0,31.0,20.0,198.0,226.5,11.25,132.5,1975.0,3.69495,6.4,1023.2750000000001,5.025,0.0,0.42500000000000004,E
2013.0,10.0,31.0,21.0,198.0,194.75,10.25,124.5,2000.0,3.5343,5.5,1023.4,4.425000000000001,0.0,0.375,E
2013.0,10.0,31.0,22.0,183.25,189.5,9.5,114.0,2075.0,3.48075,4.9,1023.475,4.125,0.0,0.5,WSW
2013.0,10.0,31.0,23.0,186.25,193.0,8.5,111.0,2275.0,3.1059,4.8,1023.625,4.175,0.0,0.725,NNE
2013.0,11.0,1.0,0.0,194.5,194.25,8.0,104.5,2650.0,3.6949500000000004,4.8,1023.525,4.175,0.0,0.6749999999999999,WSW
2013.0,11.0,1.0,1.0,204.75,235.0,10.0,115.0,3200.0,4.9266,4.55,1023.375,3.95,0.0,0.8999999999999999,ENE
2013.0,11.0,1.0,2.0,237.25,270.5,10.5,122.75,3450.0,4.284000000000001,4.3,1022.95,3.9,0.0,0.85,NE
2013.0,11.0,1.0,3.0,245.5,275.0,10.75,118.5,3000.0,4.873049999999999,4.3,1022.65,3.9,0.0,0.95,ENE
2013.0,11.0,1.0,4.0,242.75,275.0,10.5,120.25,2875.0,5.40855,4.45,1022.7750000000001,3.975,0.0,0.45,N
2013.0,11.0,1.0,5.0,236.0,255.75,10.0,110.0,2725.0,4.01625,3.925,1022.575,3.45,0.0,0.75,NE
2013.0,11.0,1.0,6.0,219.5,247.0,9.75,97.5,2500.0,2.9988,4.6499999999999995,1022.75,4.2,0.0,0.4,N
2013.0,11.0,1.0,7.0,203.0,214.5,9.25,88.25,2275.0,2.2491,5.675,1023.275,5.125,0.0,0.575,NNE
2013.0,11.0,1.0,8.0,172.25,186.75,8.5,80.0,1975.0,2.6774999999999998,7.625,1023.6,4.35,0.0,0.9,ENE
2013.0,11.0,1.0,9.0,149.25,165.0,9.75,86.25,1825.0,2.19555,8.55,1023.125,4.1,0.0,1.25,ENE
2013.0,11.0,1.0,10.0,135.0,148.75,11.25,85.5,1650.0,3.5343,9.65,1022.55,4.425,0.0,0.7,ENE
2013.0,11.0,1.0,11.0,149.0,165.0,12.25,92.25,1725.0,4.1769,10.475000000000001,1021.7,5.1499999999999995,0.0,0.85,ENE
2013.0,11.0,1.0,12.0,167.75,213.25,14.25,110.5,2025.0,5.19435,11.625,1020.75,5.45,0.0,1.0750000000000002,E
2013.0,11.0,1.0,13.0,200.75,250.5,24.75,130.75,2200.0,7.1221499999999995,12.7,1020.225,5.225,0.0,2.3,SE
2013.0,11.0,1.0,14.0,245.25,295.0,44.5,156.25,2275.0,9.04995,12.45,1019.975,4.95,0.0,1.975,S
2013.0,11.0,1.0,15.0,247.75,274.0,51.5,155.75,2050.0,8.51445,12.075,1019.875,3.95,0.0,2.8249999999999997,SSW
2013.0,11.0,1.0,16.0,229.0,236.5,48.75,127.0,1600.0,15.04755,10.9,1020.025,5.375,0.0,1.6,SSW
